group,subject,action,ann_start,ann_end,imu_start,imu_end,imu_ok,csv_path
subject18_19,subject18,crouching,2021-11-19 15:32:08.754,2021-11-19 15:32:14.018,2021-11-19 15:37:11.327,2021-11-19 15:37:18.414,False,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/crouching/person18_19.subject18.crouching.csv
subject18_19,subject18,walking,2021-11-19 15:32:24.300,2021-11-19 15:32:29.683,2021-11-19 15:37:28.376,2021-11-19 15:37:36.010,False,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/walking/person18_19.subject18.walking.csv
subject18_19,subject18,running,2021-11-19 15:32:38.674,2021-11-19 15:32:41.178,2021-11-19 15:31:56.398,2021-11-19 15:32:02.967,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/running/person18_19.subject18.running.csv
subject18_19,subject18,checking_time,2021-11-19 15:32:49.666,2021-11-19 15:32:53.675,2021-11-19 15:32:12.153,2021-11-19 15:32:15.865,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/checking_time/person18_19.subject18.checking_time.csv
subject18_19,subject18,waving_hand,2021-11-19 15:33:00.579,2021-11-19 15:33:05.899,2021-11-19 15:32:32.386,2021-11-19 15:32:40.408,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/waving_hand/person18_19.subject18.waving_hand.csv
subject18_19,subject18,using_phone,2021-11-19 15:33:12.946,2021-11-19 15:33:21.171,2021-11-19 15:32:49.146,2021-11-19 15:32:55.526,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/using_phone/person18_19.subject18.using_phone.csv
subject18_19,subject18,talking_on_phone,2021-11-19 15:33:27.306,2021-11-19 15:33:35.410,2021-11-19 15:33:06.374,2021-11-19 15:33:14.665,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/talking_on_phone/person18_19.subject18.talking_on_phone.csv
subject18_19,subject18,kicking,2021-11-19 15:33:44.212,2021-11-19 15:33:47.938,2021-11-19 15:33:21.194,2021-11-19 15:33:25.135,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/kicking/person18_19.subject18.kicking.csv
subject18_19,subject18,pointing,2021-11-19 15:33:56.178,2021-11-19 15:34:01.964,2021-11-19 15:33:34.291,2021-11-19 15:33:42.592,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/pointing/person18_19.subject18.pointing.csv
subject18_19,subject18,throwing,2021-11-19 15:34:09.963,2021-11-19 15:34:14.627,2021-11-19 15:33:51.141,2021-11-19 15:33:59.252,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/throwing/person18_19.subject18.throwing.csv
subject18_19,subject18,jumping,2021-11-19 15:34:20.202,2021-11-19 15:34:24.828,2021-11-19 15:34:06.587,2021-11-19 15:34:09.354,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/jumping/person18_19.subject18.jumping.csv
subject18_19,subject18,setting_down,2021-11-19 15:34:31.947,2021-11-19 15:34:39.402,2021-11-19 15:34:18.292,2021-11-19 15:34:22.502,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/setting_down/person18_19.subject18.setting_down.csv
subject18_19,subject18,talking,2021-11-19 15:34:57.247,2021-11-19 15:35:07.346,2021-11-19 15:34:31.598,2021-11-19 15:34:40.177,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/talking/person18_19.subject18.talking.csv
subject18_19,subject18,carrying_heavy,2021-11-19 15:35:41.171,2021-11-19 15:35:49.362,2021-11-19 15:35:06.044,2021-11-19 15:35:12.015,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/carrying_heavy/person18_19.subject18.carrying_heavy.csv
subject18_19,subject18,loitering,2021-11-19 15:36:17.746,2021-11-19 15:36:29.482,2021-11-19 15:35:28.616,2021-11-19 15:35:39.843,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/loitering/person18_19.subject18.loitering.csv
subject18_19,subject18,transferring_object,2021-11-19 15:36:52.721,2021-11-19 15:37:01.666,2021-11-19 15:36:04.247,2021-11-19 15:36:09.621,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/transferring_object/person18_19.subject18.transferring_object.csv
subject18_19,subject18,picking_up,2021-11-19 15:37:19.667,2021-11-19 15:37:28.462,2021-11-19 15:36:33.348,2021-11-19 15:36:39.290,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/picking_up/person18_19.subject18.picking_up.csv
subject18_19,subject18,fall,2021-11-19 15:37:36.970,2021-11-19 15:37:43.178,2021-11-19 15:36:47.431,2021-11-19 15:36:51.840,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject18/fall/person18_19.subject18.fall.csv
subject18_19,subject19,running,2021-11-19 15:31:56.392,2021-11-19 15:32:02.975,2021-11-19 15:31:56.399,2021-11-19 15:32:02.975,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/running/person18_19.subject19.running.csv
subject18_19,subject19,checking_time,2021-11-19 15:32:12.148,2021-11-19 15:32:15.872,2021-11-19 15:32:12.156,2021-11-19 15:32:15.866,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/checking_time/person18_19.subject19.checking_time.csv
subject18_19,subject19,waving_hand,2021-11-19 15:32:32.384,2021-11-19 15:32:40.416,2021-11-19 15:32:32.387,2021-11-19 15:32:40.412,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/waving_hand/person18_19.subject19.waving_hand.csv
subject18_19,subject19,using_phone,2021-11-19 15:32:49.146,2021-11-19 15:32:55.531,2021-11-19 15:32:49.150,2021-11-19 15:32:55.525,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/using_phone/person18_19.subject19.using_phone.csv
subject18_19,subject19,talking_on_phone,2021-11-19 15:33:06.369,2021-11-19 15:33:14.667,2021-11-19 15:33:06.375,2021-11-19 15:33:14.661,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/talking_on_phone/person18_19.subject19.talking_on_phone.csv
subject18_19,subject19,kicking,2021-11-19 15:33:21.192,2021-11-19 15:33:25.137,2021-11-19 15:33:21.197,2021-11-19 15:33:25.128,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/kicking/person18_19.subject19.kicking.csv
subject18_19,subject19,pointing,2021-11-19 15:33:34.288,2021-11-19 15:33:42.599,2021-11-19 15:33:34.289,2021-11-19 15:33:42.595,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/pointing/person18_19.subject19.pointing.csv
subject18_19,subject19,throwing,2021-11-19 15:33:51.132,2021-11-19 15:33:59.260,2021-11-19 15:33:51.132,2021-11-19 15:33:59.257,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/throwing/person18_19.subject19.throwing.csv
subject18_19,subject19,jumping,2021-11-19 15:34:06.584,2021-11-19 15:34:09.357,2021-11-19 15:34:06.588,2021-11-19 15:34:09.353,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/jumping/person18_19.subject19.jumping.csv
subject18_19,subject19,setting_down,2021-11-19 15:34:18.292,2021-11-19 15:34:22.503,2021-11-19 15:34:18.292,2021-11-19 15:34:22.496,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/setting_down/person18_19.subject19.setting_down.csv
subject18_19,subject19,talking,2021-11-19 15:34:31.590,2021-11-19 15:34:40.179,2021-11-19 15:34:31.596,2021-11-19 15:34:40.173,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/talking/person18_19.subject19.talking.csv
subject18_19,subject19,carrying_heavy,2021-11-19 15:35:06.044,2021-11-19 15:35:12.024,2021-11-19 15:35:06.047,2021-11-19 15:35:12.020,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/carrying_heavy/person18_19.subject19.carrying_heavy.csv
subject18_19,subject19,loitering,2021-11-19 15:35:28.613,2021-11-19 15:35:39.845,2021-11-19 15:35:28.622,2021-11-19 15:35:39.844,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/loitering/person18_19.subject19.loitering.csv
subject18_19,subject19,transferring_object,2021-11-19 15:36:04.246,2021-11-19 15:36:09.629,2021-11-19 15:36:04.249,2021-11-19 15:36:09.629,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/transferring_object/person18_19.subject19.transferring_object.csv
subject18_19,subject19,picking_up,2021-11-19 15:36:33.347,2021-11-19 15:36:39.295,2021-11-19 15:36:33.350,2021-11-19 15:36:39.293,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/picking_up/person18_19.subject19.picking_up.csv
subject18_19,subject19,fall,2021-11-19 15:36:47.431,2021-11-19 15:36:51.848,2021-11-19 15:36:47.438,2021-11-19 15:36:51.843,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/fall/person18_19.subject19.fall.csv
subject18_19,subject19,standing,2021-11-19 15:36:58.220,2021-11-19 15:37:06.013,2021-11-19 15:36:58.228,2021-11-19 15:37:06.011,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/standing/person18_19.subject19.standing.csv
subject18_19,subject19,crouching,2021-11-19 15:37:11.325,2021-11-19 15:37:18.418,2021-11-19 15:37:11.331,2021-11-19 15:37:18.410,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/crouching/person18_19.subject19.crouching.csv
subject18_19,subject19,walking,2021-11-19 15:37:28.372,2021-11-19 15:37:36.017,2021-11-19 15:37:28.375,2021-11-19 15:37:36.008,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person18_19/subject19/walking/person18_19.subject19.walking.csv
subject2-1,subject2,standing,2021-11-19 11:39:42.211,2021-11-19 11:39:45.937,2021-11-19 11:39:42.216,2021-11-19 11:39:45.928,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/standing/person2-1.subject2.standing.csv
subject2-1,subject2,crouching,2021-11-19 11:39:51.749,2021-11-19 11:39:55.286,2021-11-19 11:39:51.750,2021-11-19 11:39:55.283,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/crouching/person2-1.subject2.crouching.csv
subject2-1,subject2,walking,2021-11-19 11:40:03.604,2021-11-19 11:40:08.698,2021-11-19 11:40:03.613,2021-11-19 11:40:08.689,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/walking/person2-1.subject2.walking.csv
subject2-1,subject2,running,2021-11-19 11:40:15.261,2021-11-19 11:40:19.164,2021-11-19 11:40:15.267,2021-11-19 11:40:19.158,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/running/person2-1.subject2.running.csv
subject2-1,subject2,checking_time,2021-11-19 11:40:26.280,2021-11-19 11:40:30.385,2021-11-19 11:40:26.284,2021-11-19 11:40:30.384,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/checking_time/person2-1.subject2.checking_time.csv
subject2-1,subject2,waving_hand,2021-11-19 11:40:36.968,2021-11-19 11:40:41.539,2021-11-19 11:40:36.972,2021-11-19 11:40:41.531,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/waving_hand/person2-1.subject2.waving_hand.csv
subject2-1,subject2,using_phone,2021-11-19 11:40:50.453,2021-11-19 11:40:57.199,2021-11-19 11:40:50.458,2021-11-19 11:40:57.195,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/using_phone/person2-1.subject2.using_phone.csv
subject2-1,subject2,talking_on_phone,2021-11-19 11:41:07.344,2021-11-19 11:41:15.980,2021-11-19 11:41:07.346,2021-11-19 11:41:15.975,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/talking_on_phone/person2-1.subject2.talking_on_phone.csv
subject2-1,subject2,kicking,2021-11-19 11:41:29.471,2021-11-19 11:41:31.926,2021-11-19 11:41:29.479,2021-11-19 11:41:31.918,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/kicking/person2-1.subject2.kicking.csv
subject2-1,subject2,pointing,2021-11-19 11:41:41.705,2021-11-19 11:41:45.888,2021-11-19 11:41:41.711,2021-11-19 11:41:45.880,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/pointing/person2-1.subject2.pointing.csv
subject2-1,subject2,throwing,2021-11-19 11:41:52.493,2021-11-19 11:41:53.834,2021-11-19 11:41:52.499,2021-11-19 11:41:53.832,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/throwing/person2-1.subject2.throwing.csv
subject2-1,subject2,jumping,2021-11-19 11:42:03.752,2021-11-19 11:42:04.864,2021-11-19 11:42:03.754,2021-11-19 11:42:04.859,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/jumping/person2-1.subject2.jumping.csv
subject2-1,subject2,exiting,2021-11-19 11:42:30.977,2021-11-19 11:42:35.387,2021-11-19 11:42:30.983,2021-11-19 11:42:35.382,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/exiting/person2-1.subject2.exiting.csv
subject2-1,subject2,entering,2021-11-19 11:43:07.370,2021-11-19 11:43:10.453,2021-11-19 11:43:07.378,2021-11-19 11:43:10.453,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/entering/person2-1.subject2.entering.csv
subject2-1,subject2,setting_down,2021-11-19 11:43:20.460,2021-11-19 11:43:28.854,2021-11-19 11:43:20.465,2021-11-19 11:43:28.845,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/setting_down/person2-1.subject2.setting_down.csv
subject2-1,subject2,talking,2021-11-19 11:43:40.669,2021-11-19 11:43:47.408,2021-11-19 11:43:40.678,2021-11-19 11:43:47.406,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/talking/person2-1.subject2.talking.csv
subject2-1,subject2,opening,2021-11-19 11:43:59.177,2021-11-19 11:44:04.197,2021-11-19 11:43:59.179,2021-11-19 11:44:04.195,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/opening/person2-1.subject2.opening.csv
subject2-1,subject2,closing,2021-11-19 11:44:12.201,2021-11-19 11:44:15.208,2021-11-19 11:44:12.207,2021-11-19 11:44:15.202,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-1/subject2/closing/person2-1.subject2.closing.csv
subject2-2,subject2,carrying_light,2021-11-19 11:47:16.258,2021-11-19 11:47:30.055,2021-11-19 11:47:16.265,2021-11-19 11:47:30.049,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-2/subject2/carrying_light/person2-2.subject2.carrying_light.csv
subject2-2,subject2,carrying_heavy,2021-11-19 11:47:48.587,2021-11-19 11:48:07.370,2021-11-19 11:47:48.591,2021-11-19 11:48:07.361,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-2/subject2/carrying_heavy/person2-2.subject2.carrying_heavy.csv
subject2-2,subject2,loitering,2021-11-19 11:48:36.478,2021-11-19 11:48:44.669,2021-11-19 11:48:36.482,2021-11-19 11:48:44.663,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-2/subject2/loitering/person2-2.subject2.loitering.csv
subject2-2,subject2,transferring_object,2021-11-19 11:49:24.269,2021-11-19 11:49:26.605,2021-11-19 11:49:24.275,2021-11-19 11:49:26.604,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-2/subject2/transferring_object/person2-2.subject2.transferring_object.csv
subject2-2,subject2,looking_around,2021-11-19 11:50:05.028,2021-11-19 11:50:09.979,2021-11-19 11:50:05.031,2021-11-19 11:50:09.977,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-2/subject2/looking_around/person2-2.subject2.looking_around.csv
subject2-2,subject2,pushing,2021-11-19 11:50:47.616,2021-11-19 11:50:58.424,2021-11-19 11:50:47.618,2021-11-19 11:50:58.416,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-2/subject2/pushing/person2-2.subject2.pushing.csv
subject2-2,subject2,pulling,2021-11-19 11:51:05.860,2021-11-19 11:51:14.420,2021-11-19 11:51:05.861,2021-11-19 11:51:14.420,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-2/subject2/pulling/person2-2.subject2.pulling.csv
subject2-3,subject2,picking_up,2021-11-19 11:55:10.310,2021-11-19 11:55:12.182,2021-11-19 11:55:10.310,2021-11-19 11:55:12.181,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-3/subject2/picking_up/person2-3.subject2.picking_up.csv
subject2-3,subject2,fall,2021-11-19 11:55:25.186,2021-11-19 11:55:29.968,2021-11-19 11:55:25.190,2021-11-19 11:55:29.967,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person2-3/subject2/fall/person2-3.subject2.fall.csv
subject3-1,subject3,standing,2021-11-19 12:03:35.018,2021-11-19 12:03:38.412,2021-11-19 12:03:35.024,2021-11-19 12:03:38.408,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/standing/person3-1.subject3.standing.csv
subject3-1,subject3,crouching,2021-11-19 12:03:43.722,2021-11-19 12:03:47.243,2021-11-19 12:03:43.723,2021-11-19 12:03:47.236,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/crouching/person3-1.subject3.crouching.csv
subject3-1,subject3,walking,2021-11-19 12:03:53.731,2021-11-19 12:03:56.931,2021-11-19 12:03:53.735,2021-11-19 12:03:56.930,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/walking/person3-1.subject3.walking.csv
subject3-1,subject3,running,2021-11-19 12:04:02.042,2021-11-19 12:04:05.259,2021-11-19 12:04:02.046,2021-11-19 12:04:05.251,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/running/person3-1.subject3.running.csv
subject3-1,subject3,checking_time,2021-11-19 12:04:12.610,2021-11-19 12:04:16.707,2021-11-19 12:04:12.616,2021-11-19 12:04:16.707,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/checking_time/person3-1.subject3.checking_time.csv
subject3-1,subject3,waving_hand,2021-11-19 12:04:22.091,2021-11-19 12:04:26.194,2021-11-19 12:04:22.092,2021-11-19 12:04:26.192,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/waving_hand/person3-1.subject3.waving_hand.csv
subject3-1,subject3,using_phone,2021-11-19 12:04:36.450,2021-11-19 12:04:41.772,2021-11-19 12:04:36.454,2021-11-19 12:04:41.769,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/using_phone/person3-1.subject3.using_phone.csv
subject3-1,subject3,talking_on_phone,2021-11-19 12:04:49.795,2021-11-19 12:04:58.483,2021-11-19 12:04:49.801,2021-11-19 12:04:58.480,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/talking_on_phone/person3-1.subject3.talking_on_phone.csv
subject3-1,subject3,kicking,2021-11-19 12:05:04.899,2021-11-19 12:05:05.971,2021-11-19 12:05:04.900,2021-11-19 12:05:05.965,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/kicking/person3-1.subject3.kicking.csv
subject3-1,subject3,pointing,2021-11-19 12:05:14.891,2021-11-19 12:05:18.898,2021-11-19 12:05:14.893,2021-11-19 12:05:18.894,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/pointing/person3-1.subject3.pointing.csv
subject3-1,subject3,throwing,2021-11-19 12:05:24.762,2021-11-19 12:05:27.058,2021-11-19 12:05:24.766,2021-11-19 12:05:27.055,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/throwing/person3-1.subject3.throwing.csv
subject3-1,subject3,jumping,2021-11-19 12:05:34.683,2021-11-19 12:05:35.874,2021-11-19 12:05:34.689,2021-11-19 12:05:35.874,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/jumping/person3-1.subject3.jumping.csv
subject3-1,subject3,exiting,2021-11-19 12:05:50.755,2021-11-19 12:05:53.146,2021-11-19 12:05:50.764,2021-11-19 12:05:53.143,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/exiting/person3-1.subject3.exiting.csv
subject3-1,subject3,entering,2021-11-19 12:06:05.147,2021-11-19 12:06:07.147,2021-11-19 12:06:05.156,2021-11-19 12:06:07.147,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/entering/person3-1.subject3.entering.csv
subject3-1,subject3,setting_down,2021-11-19 12:06:27.458,2021-11-19 12:06:28.923,2021-11-19 12:06:27.462,2021-11-19 12:06:28.915,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/setting_down/person3-1.subject3.setting_down.csv
subject3-1,subject3,talking,2021-11-19 12:06:37.300,2021-11-19 12:06:47.203,2021-11-19 12:06:37.306,2021-11-19 12:06:47.200,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/talking/person3-1.subject3.talking.csv
subject3-1,subject3,opening,2021-11-19 12:06:56.835,2021-11-19 12:07:02.107,2021-11-19 12:06:56.844,2021-11-19 12:07:02.100,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/opening/person3-1.subject3.opening.csv
subject3-1,subject3,closing,2021-11-19 12:07:07.563,2021-11-19 12:07:11.324,2021-11-19 12:07:07.564,2021-11-19 12:07:11.317,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-1/subject3/closing/person3-1.subject3.closing.csv
subject3-2,subject3,carrying_heavy,2021-11-19 12:09:16.464,2021-11-19 12:09:21.752,2021-11-19 12:09:16.468,2021-11-19 12:09:21.743,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-2/subject3/carrying_heavy/person3-2.subject3.carrying_heavy.csv
subject3-2,subject3,loitering,2021-11-19 12:09:52.068,2021-11-19 12:09:58.443,2021-11-19 12:09:52.074,2021-11-19 12:09:58.435,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-2/subject3/loitering/person3-2.subject3.loitering.csv
subject3-2,subject3,transferring_object,2021-11-19 12:10:34.519,2021-11-19 12:10:37.229,2021-11-19 12:10:34.522,2021-11-19 12:10:37.229,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-2/subject3/transferring_object/person3-2.subject3.transferring_object.csv
subject3-2,subject3,looking_around,2021-11-19 12:11:06.856,2021-11-19 12:11:11.273,2021-11-19 12:11:06.864,2021-11-19 12:11:11.264,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-2/subject3/looking_around/person3-2.subject3.looking_around.csv
subject3-2,subject3,pushing,2021-11-19 12:11:38.535,2021-11-19 12:11:45.056,2021-11-19 12:11:38.540,2021-11-19 12:11:45.050,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-2/subject3/pushing/person3-2.subject3.pushing.csv
subject3-2,subject3,pulling,2021-11-19 12:11:47.284,2021-11-19 12:11:54.212,2021-11-19 12:11:47.290,2021-11-19 12:11:54.209,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-2/subject3/pulling/person3-2.subject3.pulling.csv
subject3-2,subject3,picking_up,2021-11-19 12:12:18.020,2021-11-19 12:12:20.059,2021-11-19 12:12:18.021,2021-11-19 12:12:20.052,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-2/subject3/picking_up/person3-2.subject3.picking_up.csv
subject3-2,subject3,fall,2021-11-19 12:12:29.736,2021-11-19 12:12:35.878,2021-11-19 12:12:29.738,2021-11-19 12:12:35.870,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera1/person3-2/subject3/fall/person3-2.subject3.fall.csv
subject4,subject4,standing,2021-11-19 13:23:14.791,2021-11-19 13:23:19.120,2021-11-19 13:23:14.793,2021-11-19 13:23:19.111,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/standing/person4.subject4.standing.csv
subject4,subject4,crouching,2021-11-19 13:23:25.207,2021-11-19 13:23:28.408,2021-11-19 13:23:25.211,2021-11-19 13:23:28.405,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/crouching/person4.subject4.crouching.csv
subject4,subject4,walking,2021-11-19 13:23:34.287,2021-11-19 13:23:38.033,2021-11-19 13:23:34.296,2021-11-19 13:23:38.028,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/walking/person4.subject4.walking.csv
subject4,subject4,running,2021-11-19 13:23:42.991,2021-11-19 13:23:46.583,2021-11-19 13:23:42.993,2021-11-19 13:23:46.575,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/running/person4.subject4.running.csv
subject4,subject4,checking_time,2021-11-19 13:23:52.327,2021-11-19 13:23:56.484,2021-11-19 13:23:52.327,2021-11-19 13:23:56.476,True,/data/lxhong/mmact_data/trimmed_sensor/sensor/test/acc2_clip/camera2/person4/subject4/checking_time/person4.subject4.checking_time.csv
